Rainfall,Temperature,Humidity,Soil_Moisture,Previous_Groundwater_Level,Water_Consumption,Groundwater_Recharge,Groundwater_Level
270.65,24.63,91.46,71.58,16.14,204.45,125.3,18.0
354.53,21.6,54.63,8.04,22.94,120.8,92.37,13.28
435.48,25.52,62.84,73.53,5.89,146.02,95.07,16.18
357.04,26.18,58.16,67.47,9.07,958.83,81.15,13.14
400.86,17.06,51.14,27.32,22.49,228.06,139.09,20.55
169.73,26.09,90.99,64.2,6.61,737.63,139.79,10.74
407.41,28.93,91.51,7.34,11.84,161.13,76.91,11.88
40.06,36.68,46.87,77.51,9.42,197.34,45.86,8.64
447.41,34.7,69.21,44.49,11.8,557.99,68.94,13.37
273.8,36.26,94.15,27.75,21.83,518.38,27.98,13.05
408.65,15.25,96.96,32.19,12.3,956.42,95.45,13.4
226.16,21.53,60.72,9.98,17.55,950.35,75.01,9.08
321.79,34.85,56.23,79.2,4.8,801.65,15.5,7.92
263.2,29.52,42.3,7.95,24.54,641.89,29.65,11.22
365.79,15.16,96.71,54.12,12.36,509.46,71.94,12.2
40.81,39.13,31.43,38.21,20.16,420.56,133.14,12.11
30.18,38.18,66.39,76.17,22.31,952.38,84.96,12.74
123.55,31.45,42.6,23.45,7.87,642.62,102.23,7.32
79.77,16.99,42.32,44.91,26.77,621.17,50.85,13.66
435.89,38.0,52.4,41.18,19.25,308.71,85.71,17.22
109.61,32.51,99.9,57.71,14.0,142.03,67.11,11.42
487.93,38.46,24.4,10.1,7.11,950.67,98.87,9.49
168.45,37.55,66.28,19.53,28.38,382.36,7.59,9.78
91.06,39.09,26.61,21.09,23.14,498.33,74.0,9.15
394.85,30.54,32.36,60.36,7.82,203.18,44.4,13.0
329.35,19.21,55.17,19.19,11.46,853.23,48.93,8.28
249.1,35.13,60.84,48.01,24.67,124.87,144.14,17.53
277.68,33.61,40.7,21.14,21.48,850.59,27.4,9.93
359.6,37.27,45.32,69.62,23.44,226.26,46.69,19.19
114.23,20.1,26.96,75.66,14.35,897.91,76.48,11.16
498.17,20.85,44.26,43.89,22.06,756.8,129.45,22.66
487.4,41.71,97.32,31.42,12.82,248.2,62.5,12.91
325.16,37.5,95.58,22.55,7.92,609.24,111.58,9.17
99.77,42.25,46.79,8.73,19.71,381.39,128.46,10.12
340.11,37.76,65.67,25.14,29.33,260.41,46.5,16.22
36.1,32.91,92.77,54.07,10.7,873.26,58.91,5.43
15.33,34.62,20.49,45.02,14.91,463.17,53.48,5.92
128.84,41.67,84.85,75.8,20.87,458.69,124.93,15.72
231.31,32.36,95.87,34.72,17.16,252.9,6.65,9.77
434.14,33.97,27.31,57.04,25.62,444.76,46.26,19.89
363.58,19.69,32.92,41.7,23.33,884.46,101.91,19.15
371.35,29.22,96.86,43.44,3.63,426.82,84.82,12.14
212.75,36.49,63.0,25.08,29.96,956.44,65.44,11.72
172.97,23.13,21.14,39.12,23.07,951.68,80.99,11.24
185.52,21.07,40.61,40.31,26.19,230.41,29.64,14.19
493.82,24.41,56.0,58.0,20.23,259.58,64.61,21.6
20.05,22.25,75.43,75.55,25.98,876.41,75.26,13.63
433.52,21.45,78.65,29.7,5.15,453.48,135.18,11.61
289.34,27.75,99.63,8.17,11.74,103.94,39.13,8.26
219.31,42.24,43.0,42.22,26.54,346.48,130.17,18.57
362.63,30.21,63.06,45.83,7.65,637.87,96.64,12.41
243.33,20.64,62.67,17.63,4.19,819.34,3.05,2.1
436.71,17.31,52.45,62.03,24.07,220.05,108.69,23.36
450.35,35.88,33.53,78.87,25.39,199.49,5.33,16.85
210.86,26.48,98.2,75.93,6.55,929.88,149.61,12.6
138.41,39.65,88.27,19.78,25.92,776.03,130.9,13.91
296.18,34.79,59.87,70.65,21.23,630.8,44.6,14.05
456.18,38.89,68.26,57.84,16.56,792.27,38.61,12.69
105.33,23.16,38.18,39.04,25.25,485.97,57.22,10.49
311.48,35.77,63.5,45.55,13.74,782.61,53.43,12.25
315.78,22.92,75.6,68.72,7.43,434.62,55.85,11.32
366.56,43.17,61.21,41.01,9.98,319.69,47.74,11.03
65.78,34.09,99.22,32.99,16.14,756.11,93.17,9.0
357.91,24.74,68.91,41.99,16.88,477.71,24.64,14.29
454.52,23.09,49.68,48.43,24.56,983.24,126.9,19.09
89.84,20.73,81.77,19.18,24.16,414.54,121.86,12.87
118.77,35.84,33.64,72.57,18.28,929.55,71.47,11.54
485.7,21.56,50.76,55.56,23.86,939.67,127.91,21.9
90.49,32.86,47.76,52.5,7.37,317.67,37.07,6.5
427.19,22.94,54.54,12.46,3.4,818.4,2.63,3.13
246.14,34.86,82.54,50.31,26.46,489.77,92.88,15.14
123.62,39.45,58.73,14.07,4.12,925.77,68.69,2.0
435.37,38.34,83.52,10.9,8.91,505.11,85.07,11.02
222.65,37.83,66.12,44.55,21.47,769.87,134.9,14.46
257.41,20.63,47.37,35.21,13.46,520.27,145.49,13.37
179.62,17.65,84.8,49.16,26.54,305.02,95.17,16.76
296.48,35.97,39.06,11.69,10.34,279.42,114.61,10.77
81.76,26.05,37.95,37.32,2.33,482.89,12.57,2.01
195.54,27.97,60.36,18.11,10.42,779.95,24.11,4.15
484.71,15.93,40.87,79.03,18.19,644.56,109.98,22.6
129.07,22.79,20.73,47.09,12.53,719.77,64.7,10.5
328.37,16.01,71.86,56.56,16.98,354.09,66.89,13.92
162.6,41.38,60.89,29.41,26.54,533.29,46.29,12.12
386.74,22.3,55.64,12.11,27.55,139.96,91.1,17.45
65.44,31.72,97.36,78.19,9.45,835.78,27.77,6.43
484.91,16.17,65.7,26.47,14.94,990.9,94.04,13.98
226.89,35.01,89.07,36.79,17.38,466.19,26.07,9.6
118.03,24.69,31.16,53.74,28.58,109.87,9.57,15.06
36.75,41.94,65.54,6.85,29.96,252.81,49.55,11.27
84.88,41.64,89.44,65.77,8.59,687.27,34.67,6.45
259.89,24.76,66.65,45.24,22.36,650.87,133.35,16.06
168.5,42.03,77.44,25.87,12.58,809.08,8.24,3.24
414.44,44.88,49.76,9.62,2.23,328.5,26.49,3.54
215.44,39.76,27.4,17.19,2.26,787.27,82.31,2.53
124.36,40.35,56.63,72.13,14.9,719.19,72.16,13.2
308.57,22.47,51.56,56.45,15.67,390.53,6.88,11.27
353.39,32.3,89.36,23.74,2.63,590.94,1.09,2.75
83.52,17.02,39.52,9.92,21.23,232.55,148.21,14.01
83.81,17.85,97.34,56.8,10.23,507.31,98.83,10.28
18.34,44.97,96.65,47.93,17.68,893.08,54.81,6.43
368.2,24.8,39.81,35.34,10.43,479.07,70.56,13.36
331.9,37.45,47.84,32.27,6.68,855.61,39.98,6.86
237.32,39.2,91.64,21.26,13.4,631.23,51.73,6.9
422.09,40.74,97.33,55.22,8.5,272.69,97.36,13.98
402.84,44.93,55.48,77.8,16.97,623.0,132.42,18.16
292.68,22.24,45.68,18.18,7.57,555.38,27.62,7.31
434.14,16.21,62.09,49.78,16.24,458.78,126.05,18.2
102.92,27.34,75.02,36.81,6.41,207.67,18.23,3.11
55.96,18.9,41.88,38.5,20.79,475.04,32.25,9.58
134.87,15.67,78.92,24.06,23.11,165.49,5.58,8.97
28.54,25.81,24.13,66.89,5.09,188.89,21.12,8.98
265.58,38.51,23.94,41.39,15.1,474.32,137.6,13.1
468.3,31.99,50.9,45.76,3.98,374.84,68.92,11.54
19.67,24.38,48.28,27.86,18.75,932.99,11.65,4.91
61.05,34.63,45.25,18.64,9.4,438.14,143.96,7.63
226.1,21.96,59.28,11.44,16.77,782.07,131.85,10.88
466.94,15.43,45.66,58.56,16.49,577.22,113.2,19.41
158.08,37.93,35.38,19.72,27.88,733.68,140.02,16.31
253.62,33.71,44.76,56.76,17.37,334.1,33.02,13.65
20.79,37.87,97.99,34.28,18.32,947.71,125.46,10.58
74.17,16.17,52.89,36.18,13.25,577.08,103.5,8.41
493.32,40.11,55.58,40.19,28.57,848.19,130.46,20.82
482.56,33.59,66.12,32.58,23.76,428.54,119.54,19.74
2.47,31.9,98.67,12.55,9.99,190.19,51.97,4.68
475.91,33.74,39.33,28.22,25.64,706.34,116.16,20.16
319.56,40.93,74.5,54.78,14.11,106.98,39.37,12.95
433.96,32.61,77.28,54.93,25.2,527.76,49.29,17.47
227.37,32.43,68.59,26.47,25.04,273.52,16.19,12.86
257.8,44.72,27.09,39.51,7.29,664.64,140.26,8.16
244.42,37.7,74.15,19.51,21.63,981.48,43.65,8.45
333.43,28.27,25.13,20.78,10.14,517.96,78.09,9.69
69.83,36.22,67.69,6.73,10.33,835.75,58.7,2.0
14.99,26.68,79.17,72.26,10.3,557.01,143.99,13.08
153.96,21.87,36.88,20.8,22.32,546.26,50.26,9.24
352.34,32.91,87.33,22.07,8.44,937.38,116.78,9.12
100.93,42.85,22.43,25.97,2.03,900.97,128.31,4.04
336.72,42.87,87.51,14.56,22.03,807.22,65.34,12.79
484.96,25.26,56.83,52.94,6.79,366.63,56.73,13.41
46.95,30.83,37.41,10.64,4.93,590.51,112.16,4.99
336.3,21.35,30.7,15.07,8.65,301.51,136.93,13.32
221.88,44.87,96.26,53.36,12.64,499.53,113.24,12.46
434.07,44.43,25.81,30.47,15.33,535.79,34.07,10.0
88.57,34.49,35.93,58.1,3.25,848.48,133.25,5.6
346.31,39.13,47.83,46.81,29.18,906.43,58.14,16.02
419.06,36.45,69.62,24.2,22.05,473.16,86.43,15.03
472.31,32.79,63.58,53.81,11.05,115.93,124.72,19.25
341.62,16.6,30.05,13.72,10.92,875.6,28.26,7.74
248.59,28.64,43.18,45.23,14.56,256.85,117.68,14.47
308.92,35.24,39.1,37.79,19.53,659.69,89.42,12.28
434.45,35.33,37.08,25.09,6.1,122.47,134.0,14.38
285.3,26.19,52.89,50.3,7.29,459.56,25.8,7.52
15.19,43.25,76.32,70.35,26.06,987.36,63.1,10.48
465.47,20.02,37.4,79.92,9.18,190.62,124.93,18.65
344.76,30.01,49.33,50.58,12.65,481.32,2.88,10.17
338.26,35.73,51.27,35.35,26.4,376.43,16.83,15.93
107.84,35.91,98.12,21.89,20.57,914.58,148.58,11.05
329.44,34.46,96.37,24.28,11.57,882.41,42.06,6.83
196.93,23.26,84.01,40.96,21.14,313.93,146.33,15.23
325.62,19.69,39.33,32.55,2.55,173.07,27.38,8.46
53.3,34.08,25.44,73.54,22.6,664.42,54.16,11.46
328.92,32.98,45.35,32.62,15.64,402.73,112.93,14.41
499.71,20.38,41.34,33.01,24.77,704.88,98.67,18.49
24.11,36.15,60.47,33.77,28.73,128.91,87.17,15.29
488.59,28.66,82.22,67.75,27.92,220.06,79.48,23.2
203.45,35.03,88.67,53.81,27.46,717.74,126.52,17.33
435.38,40.12,87.59,51.06,16.34,291.13,35.24,15.16
391.19,20.09,48.77,30.06,12.08,871.83,66.37,13.19
283.51,15.57,74.98,66.34,15.02,152.73,23.32,15.43
369.22,38.37,45.03,7.88,21.32,293.93,89.39,14.0
439.26,33.29,24.87,70.31,26.75,998.7,37.58,17.42
202.07,35.99,76.13,43.46,7.8,489.77,50.08,6.85
163.52,40.14,20.79,34.87,27.71,732.67,70.69,11.69
333.8,39.08,52.73,42.29,24.83,264.4,4.02,13.56
403.92,43.83,46.35,55.06,29.41,648.88,13.79,15.59
381.14,31.08,75.47,5.96,26.65,753.5,102.89,15.85
398.91,29.65,81.3,70.37,9.84,383.03,64.35,13.33
217.79,27.06,44.33,38.51,4.97,846.01,129.72,10.14
408.92,19.61,84.93,30.72,5.14,643.08,104.2,11.91
60.1,32.18,43.51,15.37,10.15,450.21,1.22,2.35
272.24,23.31,55.71,37.96,19.2,601.88,92.51,13.97
2.88,42.64,78.16,42.22,24.52,619.08,14.06,7.29
162.29,32.5,75.43,35.27,27.18,248.98,117.14,17.16
183.23,32.79,98.99,55.9,19.47,462.46,148.73,17.8
198.09,25.65,38.01,36.57,2.16,409.09,79.68,6.08
347.73,16.56,72.99,77.11,7.22,460.81,102.42,13.5
194.28,15.95,68.77,49.95,4.79,785.0,35.6,6.92
224.35,27.7,93.21,65.56,12.17,534.28,65.64,12.36
118.77,17.54,32.51,13.2,16.04,946.28,128.41,7.58
186.63,33.21,80.14,34.8,3.22,364.31,25.11,3.72
113.63,41.43,65.46,30.26,11.76,474.13,39.83,4.83
36.6,41.49,41.97,47.71,7.02,808.26,66.82,3.32
301.72,34.77,57.95,69.58,20.12,591.42,106.84,16.91
334.11,21.34,46.7,10.88,15.0,592.33,56.38,9.63
309.75,40.89,66.35,10.44,15.87,148.01,139.16,13.18
231.75,41.58,91.12,68.77,13.98,458.74,14.17,9.61
189.89,20.9,65.54,20.96,28.77,343.66,55.62,14.13
431.67,37.12,70.54,55.16,8.01,999.4,106.34,12.29
259.54,23.6,61.5,45.72,16.47,377.52,33.9,11.6
239.59,39.08,24.09,67.47,22.61,896.05,98.46,16.69
12.82,44.92,38.63,14.38,17.59,708.61,24.63,4.01
170.62,15.9,59.36,14.73,28.01,406.82,8.4,9.55
190.1,41.92,44.82,46.76,12.58,589.18,18.15,7.9
199.41,33.68,34.54,75.98,14.98,856.48,139.5,15.51
290.09,44.2,60.33,36.12,4.48,895.03,82.76,5.81
266.8,28.95,45.82,29.52,19.05,244.35,119.45,13.59
303.95,40.42,40.65,50.5,10.07,405.62,49.9,10.49
382.44,16.87,57.12,74.78,6.49,401.7,88.9,15.09
406.49,25.06,30.66,67.77,17.25,137.84,74.24,17.37
359.06,17.01,94.22,79.66,16.9,638.41,141.86,18.2
477.76,44.26,89.42,6.69,4.12,869.34,112.14,7.84
9.12,39.51,76.61,13.46,21.55,443.42,109.58,9.11
97.89,40.58,28.5,50.71,19.47,766.03,6.95,7.02
3.78,43.14,82.07,66.54,7.29,664.93,82.45,6.31
323.74,17.55,84.64,26.39,15.14,438.08,70.05,11.12
449.02,26.57,81.42,22.94,22.17,226.95,139.18,19.14
121.74,17.13,29.12,64.02,16.82,738.39,38.6,11.21
463.52,21.32,71.51,9.23,13.07,869.11,40.48,8.92
30.13,21.88,86.75,32.7,11.03,717.27,61.7,3.43
467.22,29.07,66.19,42.94,19.09,116.09,36.51,16.1
175.81,23.06,71.71,47.03,28.3,294.61,19.38,13.46
50.71,18.03,56.67,59.65,20.81,162.53,128.61,16.73
242.94,20.02,62.3,31.61,4.09,613.35,83.74,7.88
128.39,19.42,22.75,50.95,14.9,780.83,129.2,10.3
142.44,44.19,71.12,48.9,26.94,199.52,124.67,18.37
153.64,37.78,26.52,46.07,4.64,854.5,42.31,2.67
401.51,44.03,54.8,53.04,29.69,599.96,82.16,21.21
269.58,28.19,43.41,24.46,28.57,720.97,12.48,12.15
155.65,23.35,63.63,11.35,4.19,974.26,137.29,3.64
305.17,38.95,30.67,13.95,28.14,175.31,60.64,13.95
358.08,24.79,75.33,21.84,12.17,911.1,59.05,9.27
136.31,23.98,83.6,42.51,25.65,213.49,45.41,13.72
206.77,21.98,33.07,68.03,13.71,453.66,69.1,13.08
60.94,18.89,28.35,57.6,14.34,866.29,37.76,9.58
90.57,22.69,31.64,64.18,19.76,915.63,56.23,10.02
340.56,25.66,90.17,31.32,23.69,555.73,119.99,17.27
90.72,35.22,62.26,35.35,2.95,634.69,125.14,7.63
262.58,16.88,57.38,34.53,18.61,737.33,45.63,11.57
354.52,21.32,28.54,19.39,7.23,849.48,70.35,5.82
53.44,39.27,71.96,9.59,11.69,209.36,131.07,8.71
283.66,19.41,89.44,49.32,11.74,829.06,7.9,6.94
128.28,25.28,86.25,79.19,15.13,533.15,133.37,17.18
481.46,40.94,70.08,17.51,11.36,505.56,32.88,8.86
241.77,19.65,26.02,8.5,5.01,481.51,101.78,10.79
403.0,17.48,28.99,63.46,6.08,558.29,87.38,15.4
275.11,29.54,23.94,23.94,2.94,950.55,82.94,4.15
21.71,24.07,40.6,67.22,15.17,593.38,128.9,12.61
316.58,31.9,30.85,57.8,28.72,957.86,15.24,15.51
475.7,39.11,40.8,75.93,5.24,262.26,52.05,15.06
300.81,19.11,50.8,35.67,28.5,751.72,80.74,17.14
409.59,32.42,95.44,54.65,22.53,831.02,121.69,19.83
442.1,30.17,68.83,39.86,19.85,711.22,32.47,13.57
114.04,19.32,86.8,52.29,20.07,646.23,120.44,13.74
106.02,33.72,76.83,38.72,25.15,608.33,59.95,11.35
305.49,23.21,29.0,19.15,4.99,874.84,28.34,5.37
205.51,29.64,78.87,43.09,16.13,839.48,113.85,12.33
419.93,17.47,42.01,44.64,21.52,210.06,13.63,16.58
450.01,28.79,71.13,65.8,18.43,863.73,77.22,17.61
176.71,24.19,47.28,60.16,25.32,472.66,9.58,11.15
118.44,39.67,99.81,54.78,4.02,328.33,53.46,6.78
390.26,16.71,41.08,13.5,21.34,882.79,90.16,13.91
137.4,27.56,42.33,59.05,16.95,488.82,83.42,14.72
411.31,28.75,94.45,42.52,12.62,827.53,60.7,9.83
211.87,36.75,21.97,72.06,11.53,337.06,64.36,14.23
333.77,32.23,75.74,73.99,19.38,103.54,34.02,17.14
47.77,35.02,78.03,9.14,26.95,545.91,68.38,10.27
311.93,38.31,86.91,66.55,15.89,190.21,142.99,20.62
225.88,40.87,97.96,7.83,25.09,778.94,127.57,13.41
293.3,24.42,98.05,32.54,13.26,348.47,21.78,10.38
84.01,31.14,25.22,45.67,4.87,499.28,4.47,3.53
368.44,40.2,85.75,16.11,3.72,178.33,140.03,10.42
431.4,44.68,71.7,60.97,3.44,357.99,79.01,12.01
108.37,41.69,71.79,5.63,12.64,803.34,80.68,3.57
47.86,26.14,30.27,17.64,11.44,236.43,117.11,8.51
11.82,20.85,72.01,48.56,22.1,682.44,47.2,7.11
320.99,29.68,98.6,58.58,22.8,925.68,72.29,15.7
303.55,37.25,92.95,73.75,3.42,711.85,145.3,12.61
273.35,29.78,55.13,57.91,8.19,829.92,100.82,10.42
115.97,29.5,23.2,55.38,9.68,198.07,23.06,8.48
195.45,40.15,48.98,34.58,17.33,325.66,19.98,7.53
297.24,25.84,86.11,5.1,6.05,905.08,30.64,5.61
248.38,40.79,76.12,14.01,5.75,743.6,115.01,6.32
493.89,27.2,56.75,45.09,28.43,675.6,44.31,18.5
68.22,24.85,24.41,55.63,24.52,697.39,3.21,8.99
347.57,28.62,54.15,36.31,7.06,472.78,141.63,12.96
202.16,37.87,57.52,59.8,13.38,140.1,25.46,12.73
214.1,18.78,94.28,44.14,11.96,806.0,1.43,8.07
358.8,20.89,71.29,10.56,24.15,710.84,35.57,13.24
346.22,43.54,44.93,19.4,16.29,525.52,35.25,10.23
495.63,20.26,62.03,68.0,5.58,909.78,63.3,12.28
64.2,32.03,25.28,59.37,22.69,402.54,138.06,14.22
52.05,32.38,97.81,72.11,13.11,364.89,131.88,13.09
362.17,29.69,48.8,13.82,9.36,885.52,68.53,7.25
289.19,34.34,58.23,79.27,12.51,817.29,61.63,13.8
137.08,21.89,48.42,20.71,15.94,563.48,83.25,9.64
39.71,31.58,74.6,5.88,11.61,217.66,36.52,6.07
42.83,26.17,72.98,79.81,8.77,293.56,7.83,9.37
447.1,34.85,77.23,26.08,13.16,690.61,140.88,13.98
95.93,19.24,41.45,55.1,2.54,446.54,28.0,2.95
161.69,32.13,45.25,18.25,23.63,852.83,29.76,9.99
113.33,20.56,30.02,48.52,6.79,954.96,70.87,7.57
177.5,23.36,72.44,72.8,3.23,825.07,73.74,6.46
34.71,21.56,23.18,29.01,20.3,439.79,2.77,9.03
259.53,20.49,67.81,55.27,23.67,809.82,22.19,13.68
33.81,39.77,89.58,19.09,24.79,416.3,56.72,9.52
400.18,23.57,91.27,51.86,15.82,250.39,102.56,19.55
116.86,42.81,55.92,30.23,7.75,130.05,34.26,7.21
270.01,44.1,56.74,20.84,22.64,447.15,63.45,12.97
440.04,32.14,26.16,28.49,21.59,913.2,83.6,15.09
325.44,19.29,73.66,18.41,8.9,315.09,133.29,13.31
266.48,26.24,85.7,72.64,27.3,285.86,48.91,18.38
162.17,38.93,39.57,34.79,4.92,972.84,20.03,2.0
166.5,26.02,53.7,23.4,29.52,122.5,73.39,14.76
334.74,17.61,87.11,38.63,26.09,807.2,112.01,17.21
497.07,31.7,90.17,29.04,21.26,389.23,16.48,14.3
330.92,40.35,39.45,60.83,28.28,133.74,63.7,18.96
278.89,38.88,64.05,77.84,22.22,926.02,2.67,12.81
365.33,20.25,35.4,37.85,7.33,225.68,5.03,8.97
232.6,35.18,28.15,69.58,14.38,596.6,72.44,13.44
30.07,21.62,92.89,47.44,4.0,346.65,44.73,3.02
281.15,21.55,85.64,16.79,12.91,158.67,126.77,13.3
478.81,41.22,80.8,56.8,22.76,144.93,90.32,20.82
87.65,22.49,23.9,43.51,12.82,204.0,68.09,9.69
345.0,22.9,87.5,53.8,11.25,164.23,61.19,13.85
100.47,15.02,55.04,71.73,18.67,784.5,74.59,10.97
267.91,41.12,47.39,38.03,26.42,537.01,6.07,12.78
48.34,38.78,63.72,72.59,3.33,408.6,133.92,10.26
225.19,33.82,27.31,61.3,12.79,476.53,149.75,15.74
378.08,37.51,80.53,41.65,6.43,936.05,27.22,7.97
173.79,19.56,66.59,50.24,21.47,919.68,18.06,10.45
332.46,28.75,34.93,29.42,4.96,744.11,21.54,6.1
397.72,25.54,35.06,78.77,20.61,896.21,99.15,18.77
463.59,17.81,34.74,55.05,10.01,387.68,99.22,17.21
117.32,29.58,24.56,8.29,7.57,443.0,127.19,5.02
199.66,42.62,67.02,29.5,28.22,652.34,112.77,13.93
76.21,16.2,87.23,51.75,2.52,661.26,67.45,7.31
496.24,23.74,21.4,9.22,14.26,533.53,91.93,10.58
463.5,21.23,23.92,6.79,2.61,460.59,103.24,9.47
269.98,22.14,65.82,38.75,15.54,987.56,76.91,12.01
421.02,42.25,85.56,29.95,16.03,839.01,71.35,11.59
260.48,29.04,46.14,37.87,11.01,491.48,96.76,10.76
311.79,28.99,47.97,24.7,5.7,754.56,83.62,7.68
44.56,37.82,67.71,17.35,12.54,342.61,96.59,6.62
377.64,19.63,41.94,56.69,20.82,190.15,91.93,19.46
63.86,29.62,22.13,43.59,23.91,417.19,107.88,13.16
413.03,27.9,78.82,20.01,16.86,462.68,96.42,15.64
391.01,32.91,70.05,28.97,18.52,114.88,77.96,17.38
354.37,44.99,66.46,49.39,7.62,833.31,102.27,10.28
18.08,38.08,79.33,10.42,10.05,423.27,67.42,2.06
151.56,26.94,74.02,16.06,6.53,622.38,36.25,2.83
131.56,39.83,36.47,10.49,8.98,166.57,0.21,3.09
180.07,20.12,48.2,65.92,8.3,257.5,83.99,12.81
43.82,15.91,30.09,61.43,16.54,900.72,88.6,9.3
468.48,21.13,30.39,61.5,17.76,647.82,145.81,19.42
276.9,25.21,74.1,58.72,28.46,955.26,54.22,16.51
152.76,30.32,88.69,55.2,7.48,998.88,59.12,7.3
198.49,33.45,97.02,40.77,19.97,434.67,30.27,10.28
223.6,42.32,70.27,53.17,24.88,368.92,10.58,11.55
300.3,30.3,34.73,7.88,17.69,872.52,115.92,14.9
257.84,30.04,28.45,51.61,9.14,998.75,37.45,8.14
459.7,16.51,85.03,63.34,9.35,666.68,91.34,15.08
248.48,16.05,66.3,42.53,3.1,815.63,103.17,9.32
496.08,31.53,69.46,31.81,10.55,803.57,70.69,11.57
425.71,28.15,82.52,25.81,22.85,419.81,131.45,19.66
104.26,40.18,76.26,53.21,3.33,616.84,66.57,5.36
465.3,19.82,86.76,56.96,8.14,849.75,42.74,11.81
58.18,15.75,24.5,70.32,21.77,719.3,134.4,15.69
408.72,28.47,79.8,30.68,23.91,119.05,129.23,18.49
190.31,22.12,88.07,62.73,14.75,403.04,24.61,13.63
438.99,16.49,42.89,47.1,21.55,230.03,3.89,15.18
434.03,36.74,71.24,71.21,12.86,309.67,13.5,12.54
402.96,18.35,45.13,44.59,6.48,914.94,42.98,8.77
395.02,33.25,96.64,43.82,13.15,133.2,145.84,16.52
152.34,23.43,22.67,48.34,18.24,297.82,83.78,13.46
40.46,20.2,66.38,61.2,28.55,378.61,55.99,16.03
201.49,26.39,33.32,77.35,3.93,655.2,133.31,13.17
86.76,39.04,76.98,10.52,16.21,580.69,67.97,7.24
347.48,26.76,34.07,9.01,11.21,296.44,47.29,8.86
173.05,37.52,38.83,75.32,16.23,247.82,141.18,17.14
487.81,18.76,59.55,44.74,2.67,313.12,127.43,15.23
320.49,38.18,93.19,51.12,10.76,552.28,126.55,11.5
411.24,22.11,36.94,41.18,24.96,344.06,76.84,19.47
66.26,35.32,31.54,12.02,17.51,952.84,118.42,5.49
431.01,31.97,80.72,62.61,14.62,517.48,26.9,16.45
461.38,42.87,60.05,61.04,9.99,152.92,85.98,15.5
243.53,26.62,92.94,28.38,10.35,756.34,147.58,10.87
303.13,16.98,31.73,27.97,12.73,395.96,43.64,9.63
382.4,15.57,71.67,67.84,25.4,688.14,119.15,20.53
87.42,39.81,38.63,10.43,29.08,351.63,73.57,14.6
251.28,30.74,32.54,71.08,14.28,613.67,5.97,11.83
199.33,38.26,74.67,24.25,13.01,794.94,114.45,7.11
73.19,22.03,67.49,49.47,25.7,935.21,25.29,12.03
183.77,25.35,80.39,75.2,13.95,335.01,94.72,16.27
34.09,15.9,44.76,55.86,17.46,401.37,12.85,8.87
12.91,43.84,55.84,36.08,8.47,517.84,142.03,7.83
67.58,35.04,52.44,56.72,22.82,934.46,43.76,9.78
481.56,43.0,98.73,30.8,16.9,911.25,33.97,13.53
274.76,22.96,43.38,25.79,24.65,180.89,19.37,12.76
482.91,33.34,43.59,79.75,23.86,218.74,141.9,25.28
216.25,35.35,48.36,61.31,8.02,545.96,106.79,10.76
155.91,24.53,65.17,53.35,22.04,195.96,111.25,15.04
253.07,40.44,40.19,31.65,24.4,411.02,74.91,16.83
219.76,43.41,93.22,8.69,11.69,233.55,71.21,6.41
52.83,41.55,41.25,7.33,6.83,672.44,16.5,2.0
320.41,37.17,91.67,46.56,2.07,954.55,83.98,4.85
108.02,23.32,28.28,62.15,14.63,997.06,37.04,7.56
309.79,23.45,72.53,45.3,11.87,437.72,146.57,15.87
325.1,43.9,92.56,68.06,17.54,639.11,119.49,15.5
76.01,15.31,33.5,7.51,7.27,870.64,61.95,3.22
30.67,36.48,97.47,32.51,26.07,205.72,22.7,10.12
390.38,36.19,56.23,22.78,9.22,720.61,117.8,12.32
229.9,33.68,95.66,38.55,8.34,467.96,18.31,8.26
29.08,44.7,74.15,10.43,15.46,285.53,28.4,3.74
497.43,24.36,44.13,76.56,15.97,462.48,31.73,17.47
28.89,25.2,35.06,21.74,8.02,168.36,83.53,6.61
347.52,17.37,44.3,74.17,9.61,725.87,118.06,16.2
491.84,28.28,27.44,36.94,6.75,327.47,47.15,11.88
119.59,22.83,31.51,78.91,22.12,380.27,12.7,13.92
71.12,25.3,28.37,46.55,23.56,208.97,69.68,13.43
60.69,40.04,53.84,74.81,14.95,878.19,112.22,11.24
151.64,43.06,83.65,5.4,21.99,544.1,33.25,8.96
50.52,20.57,31.31,61.12,22.61,614.93,32.99,12.17
346.08,26.18,30.43,72.73,5.87,612.49,142.08,15.83
31.15,42.86,71.47,15.48,29.05,469.44,143.12,14.45
254.71,16.85,35.77,12.21,24.99,273.28,148.57,17.37
498.35,17.77,27.81,36.84,7.73,770.62,121.15,14.38
406.99,19.88,33.35,75.03,7.21,214.35,28.23,12.61
307.61,32.86,93.9,45.68,5.52,193.49,31.8,10.58
153.13,19.51,85.72,44.56,5.87,739.13,51.03,2.69
311.95,44.04,48.33,15.58,22.95,287.95,47.72,12.41
263.52,28.4,72.47,5.06,15.15,376.1,143.48,13.84
213.04,30.05,62.98,65.76,23.92,527.7,118.36,16.31
65.36,22.4,74.17,11.57,22.9,504.42,108.6,11.61
443.3,29.13,74.61,52.54,18.93,737.72,27.89,13.37
224.89,34.86,70.3,73.6,21.22,661.09,136.43,17.31
97.31,37.54,41.29,20.65,2.51,679.96,124.18,5.5
